#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:Q5SQX6	uniprotkb:Q64514	intact:EBI-773783|uniprotkb:Q3UH21|uniprotkb:Q3UHS8|uniprotkb:Q8BSW0|uniprotkb:Q8CHA9|uniprotkb:Q924D3|uniprotkb:Q9R181	intact:EBI-8317775|intact:MINT-4138337|uniprotkb:Q5D072	psi-mi:cyfp2_mouse(display_long)|uniprotkb:Kiaa1168(gene name synonym)|uniprotkb:Pir121(gene name synonym)|uniprotkb:p53-inducible protein 121(gene name synonym)|uniprotkb:Cyfip2(gene name)|psi-mi:Cyfip2(display_short)	psi-mi:tpp2_mouse(display_long)|uniprotkb:Tpp2(gene name)|psi-mi:Tpp2(display_short)|uniprotkb:Tripeptidyl-peptidase II(gene name synonym)|uniprotkb:Tripeptidyl aminopeptidase(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Li et al. (2017)	pubmed:28671696|doi:10.1038/nn.4594|imex:IM-26285	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16727864|imex:IM-26285-7	intact-miscore:0.35
uniprotkb:Q5SQX6	uniprotkb:P83510	intact:EBI-773783|uniprotkb:Q3UH21|uniprotkb:Q3UHS8|uniprotkb:Q8BSW0|uniprotkb:Q8CHA9|uniprotkb:Q924D3|uniprotkb:Q9R181	intact:EBI-7280013|intact:MINT-4138101	psi-mi:cyfp2_mouse(display_long)|uniprotkb:Kiaa1168(gene name synonym)|uniprotkb:Pir121(gene name synonym)|uniprotkb:p53-inducible protein 121(gene name synonym)|uniprotkb:Cyfip2(gene name)|psi-mi:Cyfip2(display_short)	psi-mi:tnik_mouse(display_long)|uniprotkb:Tnik(gene name)|psi-mi:Tnik(display_short)|uniprotkb:Kiaa0551(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Li et al. (2017)	pubmed:28671696|doi:10.1038/nn.4594|imex:IM-26285	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16727864|imex:IM-26285-7	intact-miscore:0.35
uniprotkb:Q5SQX6	uniprotkb:Q4ACU6	intact:EBI-773783|uniprotkb:Q3UH21|uniprotkb:Q3UHS8|uniprotkb:Q8BSW0|uniprotkb:Q8CHA9|uniprotkb:Q924D3|uniprotkb:Q9R181	intact:EBI-771450|uniprotkb:Q69ZD8|intact:EBI-8401154|intact:MINT-4130064|uniprotkb:F8S0X0|uniprotkb:F8S0X2|uniprotkb:F8S0X3|uniprotkb:F8S0X5|uniprotkb:F8S0X6|uniprotkb:Q9JJZ3|uniprotkb:S6BMD3|uniprotkb:S6CCV8	psi-mi:cyfp2_mouse(display_long)|uniprotkb:Kiaa1168(gene name synonym)|uniprotkb:Pir121(gene name synonym)|uniprotkb:p53-inducible protein 121(gene name synonym)|uniprotkb:Cyfip2(gene name)|psi-mi:Cyfip2(display_short)	psi-mi:shan3_mouse(display_long)|uniprotkb:Prosap2(gene name synonym)|uniprotkb:Proline-rich synapse-associated protein 2(gene name synonym)|uniprotkb:SPANK-2(gene name synonym)|uniprotkb:Shank3(gene name)|psi-mi:Shank3(display_short)|uniprotkb:Kiaa1650(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Li et al. (2017)	pubmed:28671696|doi:10.1038/nn.4594|imex:IM-26285	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16727864|imex:IM-26285-7	intact-miscore:0.50
uniprotkb:Q5SQX6	uniprotkb:D3YZU1	intact:EBI-773783|uniprotkb:Q3UH21|uniprotkb:Q3UHS8|uniprotkb:Q8BSW0|uniprotkb:Q8CHA9|uniprotkb:Q924D3|uniprotkb:Q9R181	intact:EBI-2314988	psi-mi:cyfp2_mouse(display_long)|uniprotkb:Kiaa1168(gene name synonym)|uniprotkb:Pir121(gene name synonym)|uniprotkb:p53-inducible protein 121(gene name synonym)|uniprotkb:Cyfip2(gene name)|psi-mi:Cyfip2(display_short)	psi-mi:shan1_mouse(display_long)|uniprotkb:Shank1(gene name)|psi-mi:Shank1(display_short)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Li et al. (2017)	pubmed:28671696|doi:10.1038/nn.4594|imex:IM-26285	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16727864|imex:IM-26285-7	intact-miscore:0.35
uniprotkb:Q5SQX6	uniprotkb:Q8BYM5	intact:EBI-773783|uniprotkb:Q3UH21|uniprotkb:Q3UHS8|uniprotkb:Q8BSW0|uniprotkb:Q8CHA9|uniprotkb:Q924D3|uniprotkb:Q9R181	intact:EBI-775074|uniprotkb:A2AGI1|uniprotkb:Q8BXR4	psi-mi:cyfp2_mouse(display_long)|uniprotkb:Kiaa1168(gene name synonym)|uniprotkb:Pir121(gene name synonym)|uniprotkb:p53-inducible protein 121(gene name synonym)|uniprotkb:Cyfip2(gene name)|psi-mi:Cyfip2(display_short)	psi-mi:nlgn3_mouse(display_long)|uniprotkb:Gliotactin homolog(gene name synonym)|uniprotkb:Nlgn3(gene name)|psi-mi:Nlgn3(display_short)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Li et al. (2017)	pubmed:28671696|doi:10.1038/nn.4594|imex:IM-26285	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16727864|imex:IM-26285-7	intact-miscore:0.35
uniprotkb:Q5SQX6	uniprotkb:Q62108	intact:EBI-773783|uniprotkb:Q3UH21|uniprotkb:Q3UHS8|uniprotkb:Q8BSW0|uniprotkb:Q8CHA9|uniprotkb:Q924D3|uniprotkb:Q9R181	intact:EBI-300895|uniprotkb:Q5NCV5|uniprotkb:Q5NCV6|uniprotkb:Q5NCV7|uniprotkb:Q91WJ1	psi-mi:cyfp2_mouse(display_long)|uniprotkb:Kiaa1168(gene name synonym)|uniprotkb:Pir121(gene name synonym)|uniprotkb:p53-inducible protein 121(gene name synonym)|uniprotkb:Cyfip2(gene name)|psi-mi:Cyfip2(display_short)	psi-mi:dlg4_mouse(display_long)|uniprotkb:Dlg4(gene name)|psi-mi:Dlg4(display_short)|uniprotkb:Dlgh4(gene name synonym)|uniprotkb:Psd95(gene name synonym)|uniprotkb:Postsynaptic density protein 95(gene name synonym)|uniprotkb:Synapse-associated protein 90(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Li et al. (2017)	pubmed:28671696|doi:10.1038/nn.4594|imex:IM-26285	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16727864|imex:IM-26285-7	intact-miscore:0.53
uniprotkb:Q5SQX6	uniprotkb:P17426	intact:EBI-773783|uniprotkb:Q3UH21|uniprotkb:Q3UHS8|uniprotkb:Q8BSW0|uniprotkb:Q8CHA9|uniprotkb:Q924D3|uniprotkb:Q9R181	intact:EBI-775189	psi-mi:cyfp2_mouse(display_long)|uniprotkb:Kiaa1168(gene name synonym)|uniprotkb:Pir121(gene name synonym)|uniprotkb:p53-inducible protein 121(gene name synonym)|uniprotkb:Cyfip2(gene name)|psi-mi:Cyfip2(display_short)	psi-mi:ap2a1_mouse(display_long)|uniprotkb:Adaptor-related protein complex 2 subunit alpha-1(gene name synonym)|uniprotkb:Adaptor protein complex AP-2 subunit alpha-1(gene name synonym)|uniprotkb:Alpha1-adaptin(gene name synonym)|uniprotkb:Plasma membrane adaptor HA2/AP2 adaptin alpha A subunit(gene name synonym)|uniprotkb:Alpha-adaptin A(gene name synonym)|uniprotkb:Clathrin assembly protein complex 2 alpha-A large chain(gene name synonym)|uniprotkb:100 kDa coated vesicle protein A(gene name synonym)|uniprotkb:Ap2a1(gene name)|psi-mi:Ap2a1(display_short)|uniprotkb:Adtaa(gene name synonym)|uniprotkb:Clapa1(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Li et al. (2017)	pubmed:28671696|doi:10.1038/nn.4594|imex:IM-26285	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16727864|imex:IM-26285-7	intact-miscore:0.35
uniprotkb:Q5SQX6	uniprotkb:Q8CBW3	intact:EBI-773783|uniprotkb:Q3UH21|uniprotkb:Q3UHS8|uniprotkb:Q8BSW0|uniprotkb:Q8CHA9|uniprotkb:Q924D3|uniprotkb:Q9R181	intact:EBI-375511|uniprotkb:Q3U8V0|uniprotkb:Q60747|uniprotkb:Q91ZM5|uniprotkb:Q923I9|uniprotkb:Q99KH4	psi-mi:cyfp2_mouse(display_long)|uniprotkb:Kiaa1168(gene name synonym)|uniprotkb:Pir121(gene name synonym)|uniprotkb:p53-inducible protein 121(gene name synonym)|uniprotkb:Cyfip2(gene name)|psi-mi:Cyfip2(display_short)	psi-mi:abi1_mouse(display_long)|uniprotkb:Abi1(gene name)|psi-mi:Abi1(display_short)|uniprotkb:Ssh3bp1(gene name synonym)|uniprotkb:Abelson interactor 1(gene name synonym)|uniprotkb:Spectrin SH3 domain-binding protein 1(gene name synonym)|uniprotkb:Eps8 SH3 domain-binding protein(gene name synonym)|uniprotkb:e3B1(gene name synonym)|uniprotkb:Ablphilin-1(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Li et al. (2017)	pubmed:28671696|doi:10.1038/nn.4594|imex:IM-26285	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16727864|imex:IM-26285-7	intact-miscore:0.53
uniprotkb:Q5SQX6	uniprotkb:Q8R5H6	intact:EBI-773783|uniprotkb:Q3UH21|uniprotkb:Q3UHS8|uniprotkb:Q8BSW0|uniprotkb:Q8CHA9|uniprotkb:Q924D3|uniprotkb:Q9R181	intact:EBI-774719|uniprotkb:Q91W51|uniprotkb:Q9ERQ9	psi-mi:cyfp2_mouse(display_long)|uniprotkb:Kiaa1168(gene name synonym)|uniprotkb:Pir121(gene name synonym)|uniprotkb:p53-inducible protein 121(gene name synonym)|uniprotkb:Cyfip2(gene name)|psi-mi:Cyfip2(display_short)	psi-mi:wasf1_mouse(display_long)|uniprotkb:Protein WAVE-1(gene name synonym)|uniprotkb:Wasf1(gene name)|psi-mi:Wasf1(display_short)|uniprotkb:Wave1(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Li et al. (2017)	pubmed:28671696|doi:10.1038/nn.4594|imex:IM-26285	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16727864|imex:IM-26285-7	intact-miscore:0.35
uniprotkb:Q5SQX6	uniprotkb:Q812A2	intact:EBI-773783|uniprotkb:Q3UH21|uniprotkb:Q3UHS8|uniprotkb:Q8BSW0|uniprotkb:Q8CHA9|uniprotkb:Q924D3|uniprotkb:Q9R181	intact:EBI-2013018|uniprotkb:Q80U09|uniprotkb:Q8BKP4|uniprotkb:Q8BLD0|uniprotkb:Q925I2	psi-mi:cyfp2_mouse(display_long)|uniprotkb:Kiaa1168(gene name synonym)|uniprotkb:Pir121(gene name synonym)|uniprotkb:p53-inducible protein 121(gene name synonym)|uniprotkb:Cyfip2(gene name)|psi-mi:Cyfip2(display_short)	psi-mi:srgp3_mouse(display_long)|uniprotkb:Srgap3(gene name)|psi-mi:Srgap3(display_short)|uniprotkb:Arhgap14(gene name synonym)|uniprotkb:Kiaa0411(gene name synonym)|uniprotkb:Srgap2(gene name synonym)|uniprotkb:WAVE-associated Rac GTPase-activating protein(gene name synonym)|uniprotkb:Rho GTPase-activating protein 14(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Li et al. (2017)	pubmed:28671696|doi:10.1038/nn.4594|imex:IM-26285	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16727864|imex:IM-26285-7	intact-miscore:0.35
uniprotkb:Q5SQX6	uniprotkb:Q68FG2	intact:EBI-773783|uniprotkb:Q3UH21|uniprotkb:Q3UHS8|uniprotkb:Q8BSW0|uniprotkb:Q8CHA9|uniprotkb:Q924D3|uniprotkb:Q9R181	intact:EBI-2255511	psi-mi:cyfp2_mouse(display_long)|uniprotkb:Kiaa1168(gene name synonym)|uniprotkb:Pir121(gene name synonym)|uniprotkb:p53-inducible protein 121(gene name synonym)|uniprotkb:Cyfip2(gene name)|psi-mi:Cyfip2(display_short)	psi-mi:q68fg2_mouse(display_long)|uniprotkb:Sptbn2(gene name)|psi-mi:Sptbn2(display_short)|uniprotkb:Spnb3(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Li et al. (2017)	pubmed:28671696|doi:10.1038/nn.4594|imex:IM-26285	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16727864|imex:IM-26285-7	intact-miscore:0.35
uniprotkb:Q5SQX6	uniprotkb:Q62261	intact:EBI-773783|uniprotkb:Q3UH21|uniprotkb:Q3UHS8|uniprotkb:Q8BSW0|uniprotkb:Q8CHA9|uniprotkb:Q924D3|uniprotkb:Q9R181	intact:EBI-397843|uniprotkb:A2AFU1|uniprotkb:Q3TEM7|uniprotkb:Q5SQL8|uniprotkb:Q5SQL9|uniprotkb:Q9QWJ7	psi-mi:cyfp2_mouse(display_long)|uniprotkb:Kiaa1168(gene name synonym)|uniprotkb:Pir121(gene name synonym)|uniprotkb:p53-inducible protein 121(gene name synonym)|uniprotkb:Cyfip2(gene name)|psi-mi:Cyfip2(display_short)	psi-mi:sptb2_mouse(display_long)|uniprotkb:Elf(gene name synonym)|uniprotkb:Sptbn1(gene name)|psi-mi:Sptbn1(display_short)|uniprotkb:Spnb-2(gene name synonym)|uniprotkb:Spnb2(gene name synonym)|uniprotkb:Sptb2(gene name synonym)|uniprotkb:Beta-II spectrin(gene name synonym)|uniprotkb:Fodrin beta chain(gene name synonym)|uniprotkb:Embryonic liver fodrin(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Li et al. (2017)	pubmed:28671696|doi:10.1038/nn.4594|imex:IM-26285	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16727864|imex:IM-26285-7	intact-miscore:0.35
uniprotkb:Q5SQX6	uniprotkb:P16546	intact:EBI-773783|uniprotkb:Q3UH21|uniprotkb:Q3UHS8|uniprotkb:Q8BSW0|uniprotkb:Q8CHA9|uniprotkb:Q924D3|uniprotkb:Q9R181	intact:EBI-911063|uniprotkb:A3KGU6|uniprotkb:Q8K380|uniprotkb:Q9CT05|uniprotkb:A3KGU8	psi-mi:cyfp2_mouse(display_long)|uniprotkb:Kiaa1168(gene name synonym)|uniprotkb:Pir121(gene name synonym)|uniprotkb:p53-inducible protein 121(gene name synonym)|uniprotkb:Cyfip2(gene name)|psi-mi:Cyfip2(display_short)	psi-mi:sptn1_mouse(display_long)|uniprotkb:Alpha-II spectrin(gene name synonym)|uniprotkb:Fodrin alpha chain(gene name synonym)|uniprotkb:Sptan1(gene name)|psi-mi:Sptan1(display_short)|uniprotkb:Spna2(gene name synonym)|uniprotkb:Spta2(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Li et al. (2017)	pubmed:28671696|doi:10.1038/nn.4594|imex:IM-26285	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16727864|imex:IM-26285-7	intact-miscore:0.35
uniprotkb:Q5SQX6	uniprotkb:A2AQ25	intact:EBI-773783|uniprotkb:Q3UH21|uniprotkb:Q3UHS8|uniprotkb:Q8BSW0|uniprotkb:Q8CHA9|uniprotkb:Q924D3|uniprotkb:Q9R181	intact:EBI-8821027|uniprotkb:A2AUE9|uniprotkb:A2AUF0|uniprotkb:A2AUF1|uniprotkb:Q75UV8|uniprotkb:Q75UV9|uniprotkb:Q80VK2|uniprotkb:Q8BHX8|uniprotkb:Q8BHY1|uniprotkb:Q8CHA8|uniprotkb:Q8R0K6	psi-mi:cyfp2_mouse(display_long)|uniprotkb:Kiaa1168(gene name synonym)|uniprotkb:Pir121(gene name synonym)|uniprotkb:p53-inducible protein 121(gene name synonym)|uniprotkb:Cyfip2(gene name)|psi-mi:Cyfip2(display_short)	psi-mi:skt_mouse(display_long)|uniprotkb:Skt(gene name)|psi-mi:Skt(display_short)|uniprotkb:Etl4(gene name synonym)|uniprotkb:Kiaa1217(gene name synonym)|uniprotkb:Enhancer trap locus 4(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Li et al. (2017)	pubmed:28671696|doi:10.1038/nn.4594|imex:IM-26285	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16727864|imex:IM-26285-7	intact-miscore:0.35
uniprotkb:Q5SQX6	uniprotkb:Q8C437	intact:EBI-773783|uniprotkb:Q3UH21|uniprotkb:Q3UHS8|uniprotkb:Q8BSW0|uniprotkb:Q8CHA9|uniprotkb:Q924D3|uniprotkb:Q9R181	intact:EBI-775487|uniprotkb:Q8CA31|uniprotkb:Q9DAA1|uniprotkb:Q9JMB9	psi-mi:cyfp2_mouse(display_long)|uniprotkb:Kiaa1168(gene name synonym)|uniprotkb:Pir121(gene name synonym)|uniprotkb:p53-inducible protein 121(gene name synonym)|uniprotkb:Cyfip2(gene name)|psi-mi:Cyfip2(display_short)	psi-mi:pex5r_mouse(display_long)|uniprotkb:Tetratricopeptide repeat-containing Rab8b-interacting protein(gene name synonym)|uniprotkb:Peroxin-5-related protein(gene name synonym)|uniprotkb:PEX5-like protein(gene name synonym)|uniprotkb:PEX2-related protein(gene name synonym)|uniprotkb:Pex5l(gene name)|psi-mi:Pex5l(display_short)|uniprotkb:Pex2(gene name synonym)|uniprotkb:Pex5r(gene name synonym)|uniprotkb:Pxr2(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Li et al. (2017)	pubmed:28671696|doi:10.1038/nn.4594|imex:IM-26285	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16727864|imex:IM-26285-7	intact-miscore:0.35
uniprotkb:Q5SQX6	uniprotkb:B1AXH1	intact:EBI-773783|uniprotkb:Q3UH21|uniprotkb:Q3UHS8|uniprotkb:Q8BSW0|uniprotkb:Q8CHA9|uniprotkb:Q924D3|uniprotkb:Q9R181	intact:EBI-16727856|uniprotkb:E9Q0V6	psi-mi:cyfp2_mouse(display_long)|uniprotkb:Kiaa1168(gene name synonym)|uniprotkb:Pir121(gene name synonym)|uniprotkb:p53-inducible protein 121(gene name synonym)|uniprotkb:Cyfip2(gene name)|psi-mi:Cyfip2(display_short)	psi-mi:nhsl2_mouse(display_long)|uniprotkb:Nhsl2(gene name)|psi-mi:Nhsl2(display_short)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Li et al. (2017)	pubmed:28671696|doi:10.1038/nn.4594|imex:IM-26285	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16727864|imex:IM-26285-7	intact-miscore:0.35
uniprotkb:Q5SQX6	uniprotkb:Q8K1R7	intact:EBI-773783|uniprotkb:Q3UH21|uniprotkb:Q3UHS8|uniprotkb:Q8BSW0|uniprotkb:Q8CHA9|uniprotkb:Q924D3|uniprotkb:Q9R181	intact:EBI-2553319|uniprotkb:Q8R3P1|uniprotkb:Q148U2	psi-mi:cyfp2_mouse(display_long)|uniprotkb:Kiaa1168(gene name synonym)|uniprotkb:Pir121(gene name synonym)|uniprotkb:p53-inducible protein 121(gene name synonym)|uniprotkb:Cyfip2(gene name)|psi-mi:Cyfip2(display_short)	psi-mi:nek9_mouse(display_long)|uniprotkb:Nek9(gene name)|psi-mi:Nek9(display_short)|uniprotkb:Nercc(gene name synonym)|uniprotkb:Never in mitosis A-related kinase 9(gene name synonym)|uniprotkb:Nercc1 kinase(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Li et al. (2017)	pubmed:28671696|doi:10.1038/nn.4594|imex:IM-26285	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16727864|imex:IM-26285-7	intact-miscore:0.35
uniprotkb:Q5SQX6	uniprotkb:P28660	intact:EBI-773783|uniprotkb:Q3UH21|uniprotkb:Q3UHS8|uniprotkb:Q8BSW0|uniprotkb:Q8CHA9|uniprotkb:Q924D3|uniprotkb:Q9R181	intact:EBI-771576|uniprotkb:Q3UPY6|uniprotkb:Q80TX0|uniprotkb:Q8CG49|uniprotkb:Q99KY0	psi-mi:cyfp2_mouse(display_long)|uniprotkb:Kiaa1168(gene name synonym)|uniprotkb:Pir121(gene name synonym)|uniprotkb:p53-inducible protein 121(gene name synonym)|uniprotkb:Cyfip2(gene name)|psi-mi:Cyfip2(display_short)	psi-mi:nckp1_mouse(display_long)|uniprotkb:p125Nap1(gene name synonym)|uniprotkb:Membrane-associated protein HEM-2(gene name synonym)|uniprotkb:Brain protein H19(gene name synonym)|uniprotkb:MH19(gene name synonym)|uniprotkb:Nckap1(gene name)|psi-mi:Nckap1(display_short)|uniprotkb:Hem2(gene name synonym)|uniprotkb:Kiaa0587(gene name synonym)|uniprotkb:Nap1(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Li et al. (2017)	pubmed:28671696|doi:10.1038/nn.4594|imex:IM-26285	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16727864|imex:IM-26285-7	intact-miscore:0.35
uniprotkb:Q5SQX6	uniprotkb:Q99104	intact:EBI-773783|uniprotkb:Q3UH21|uniprotkb:Q3UHS8|uniprotkb:Q8BSW0|uniprotkb:Q8CHA9|uniprotkb:Q924D3|uniprotkb:Q9R181	intact:EBI-400199|uniprotkb:E9PUE5	psi-mi:cyfp2_mouse(display_long)|uniprotkb:Kiaa1168(gene name synonym)|uniprotkb:Pir121(gene name synonym)|uniprotkb:p53-inducible protein 121(gene name synonym)|uniprotkb:Cyfip2(gene name)|psi-mi:Cyfip2(display_short)	psi-mi:myo5a_mouse(display_long)|uniprotkb:Myo5a(gene name)|psi-mi:Myo5a(display_short)|uniprotkb:Dilute(gene name synonym)|uniprotkb:Dilute myosin heavy chain, non-muscle(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Li et al. (2017)	pubmed:28671696|doi:10.1038/nn.4594|imex:IM-26285	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16727864|imex:IM-26285-7	intact-miscore:0.35
uniprotkb:Q5SQX6	uniprotkb:O35099	intact:EBI-773783|uniprotkb:Q3UH21|uniprotkb:Q3UHS8|uniprotkb:Q8BSW0|uniprotkb:Q8CHA9|uniprotkb:Q924D3|uniprotkb:Q9R181	intact:EBI-777493|uniprotkb:Q14AY5	psi-mi:cyfp2_mouse(display_long)|uniprotkb:Kiaa1168(gene name synonym)|uniprotkb:Pir121(gene name synonym)|uniprotkb:p53-inducible protein 121(gene name synonym)|uniprotkb:Cyfip2(gene name)|psi-mi:Cyfip2(display_short)	psi-mi:m3k5_mouse(display_long)|uniprotkb:MAPK/ERK kinase kinase 5(gene name synonym)|uniprotkb:Apoptosis signal-regulating kinase 1(gene name synonym)|uniprotkb:Map3k5(gene name)|psi-mi:Map3k5(display_short)|uniprotkb:Ask1(gene name synonym)|uniprotkb:Mekk5(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Li et al. (2017)	pubmed:28671696|doi:10.1038/nn.4594|imex:IM-26285	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16727864|imex:IM-26285-7	intact-miscore:0.35
uniprotkb:Q5SQX6	uniprotkb:Q08460	intact:EBI-773783|uniprotkb:Q3UH21|uniprotkb:Q3UHS8|uniprotkb:Q8BSW0|uniprotkb:Q8CHA9|uniprotkb:Q924D3|uniprotkb:Q9R181	intact:EBI-1633915|uniprotkb:Q64703|uniprotkb:Q8VHF1|uniprotkb:Q9R196	psi-mi:cyfp2_mouse(display_long)|uniprotkb:Kiaa1168(gene name synonym)|uniprotkb:Pir121(gene name synonym)|uniprotkb:p53-inducible protein 121(gene name synonym)|uniprotkb:Cyfip2(gene name)|psi-mi:Cyfip2(display_short)	psi-mi:kcma1_mouse(display_long)|uniprotkb:Kcnma1(gene name)|psi-mi:Kcnma1(display_short)|uniprotkb:Kcnma(gene name synonym)|uniprotkb:Calcium-activated potassium channel, subfamily M subunit alpha-1(gene name synonym)|uniprotkb:Maxi K channel(gene name synonym)|uniprotkb:BK channel(gene name synonym)|uniprotkb:"K(VCA)alpha"(gene name synonym)|uniprotkb:BKCA alpha(gene name synonym)|uniprotkb:KCa1.1(gene name synonym)|uniprotkb:Slowpoke homolog(gene name synonym)|uniprotkb:Slo-alpha(gene name synonym)|uniprotkb:Slo1(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Li et al. (2017)	pubmed:28671696|doi:10.1038/nn.4594|imex:IM-26285	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16727864|imex:IM-26285-7	intact-miscore:0.35
